Mandant,Parkareal-ID,Parkfläche,Parkeinheit,B2B Partner ID (Spedition),B2B Partner (Spedition),Zutrittsmedium,Kundengruppe,Unnamed: 0,ParkingAreaID,ParkingName,Address,City,Unnamed: 5,Unnamed: 6,Unnamed: 7,merge_key,Name,Adress,City_koords,CountryCode,Longitude,Latitude,100 kW to 250 kW,24/7,Accomodation,App Parking,B2C Prohibited,Bosch partner network,CCS2,CCTV ,Certified,Charging card,Credit card,Dangerous Goods Allowed,De-Minimis,Decoupling of Trailers,Diesel,Electricity Charging,Electricity Supply for Frigo,Extra Long Truck Allowed,Fence,Flow Parking,Forward entry ,Forward exit ,Frigo allowed,Gate,Guard personal (24 hours) or Control Center,Has Realtime Data,Hydrogen,Internetlink,Less than 100 kW,Licence plate,Lighting,Liquefied Natural Gas,MCS,Mobile Ticket Payment,More than 250 kW,Occupancy information,On the go,Parking Fee,Personal access control,Petrol station,PIN,QR-Code,Reception parking,Reservable,Restaurant/ Shop,Restricted vehicle access,Restroom,Shower,Truck only,Truck repair,Truck wash,Vending Machines,Wifi,Detail Link,TariffGross,TariffNet,Silver,Gold,Provider,PreBooking URL,Raw Feature IDs
Travis Extern PL,2412,"Transhand Parking, Myjnia, Serwis TACHO/AIRCO","Transhand Parking, Myjnia, Serwis TACHO/AIRCO",10202.0,KRYSTIAN HENZEL ,WPR4588U,B2B,,2412.0,Transhand,Osiedle Przemysłowe 16,Słubice,69-100,PL,Travis,osiedle przemysłowe 16 słubice,"Transhand Parking, Myjnia, Serwis TACHO/AIRCO",Osiedle Przemysłowe 16,Słubice,PL,14.61456654,52.33860082,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5153&locale=en,12h: 9.00€    24h: 10.50€    ,12h: 9.00€    24h: 10.50€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=2411,"1101, 1017, 1019, 1012, 1302, 1020, 1014"
Travis Extern PL,3468,Parking TIR Stryków,Parking TIR Stryków,4375.0, 	dls GmbH ,WS8133G,B2B,,3468.0,Parking TIR Stryków,Sosnowiec 37,Sosnowiec,95-010,PL,Travis,sosnowiec 37 sosnowiec,Parking TIR Stryków,Sosnowiec 37,Sosnowiec,PL,19.56638387,51.88348052,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5506&locale=en,24h: 25.00€    ,24h: 25.00€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=3467,"1011, 1101, 1017, 1019, 1012, 1302, 1020, 1014"
Travis Extern PL,3670,Zajazd Żubryn Parking,Zajazd Żubryn Parking,1202.0,F&T LOGISTICS,GDA7244A,B2B,,3670.0,Zajazd Żubryn Parking,Żubryn 27,Żubryn,16-411,PL,Travis,żubryn 27 żubryn,Zajazd Żubryn Parking,Żubryn 27,Żubryn,PL,22.99712075,54.17864771,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5579&locale=en,24h: 7.00€    ,24h: 7.00€    ,no,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=3669,"1007, 1011, 1101, 1017, 1019, 1302, 1020, 1006, 1005, 1014, 1003"
Travis Extern PL,3370,Mavitrans Parking,Mavitrans Parking,657.0,Cross Logistics Ltd,9079,B2B,,3370.0,Mavitrans Parking,Goetla 8,Katowice,40-749,PL,Travis,goetla 8 katowice,Mavitrans Parking,Goetla 8,Katowice,PL,19.0423814,50.20516672,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5481&locale=en,12h: 10.00€    24h: 13.00€    ,12h: 10.00€    24h: 13.00€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=3369,"1007, 1011, 1101, 1017, 1019, 1012, 1302, 1020, 1005, 1014"
Travis Extern PL,2502,Centrum Serwisowe Mostki,Centrum Serwisowe Mostki,3895.0,RMSPED SP. z o.o. ,WWL1163RWWL1966R,B2B,,2502.0,Centrum Serwisowe Mostki,Mostki ,Lubrza,66-218,PL,Travis,mostki lubrza,Centrum Serwisowe Mostki,Mostki ,Lubrza,PL,15.3701775,52.27348179,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5049&locale=en,24h: 15.00€    ,24h: 15.00€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=2501,"1007, 1101, 1017, 1019, 1012, 1302, 1020, 1006, 1005, 1014, 1003"
Travis Extern PL,2650,Sekar Jarosław Siedlecki Adam Karkowski,Sekar Jarosław Siedlecki Adam Karkowski,3893.0,TAS Logistyka sp. z o.o. ,WZY16590,B2B,,2650.0,Sekar Jarosław Siedlecki Adam Karkowski,Poznańska 56,Świebodzin,66-200,PL,Travis,poznańska 56 świebodzin,Sekar Jarosław Siedlecki Adam Karkowski,Poznańska 56,Świebodzin,PL,15.5621959,52.24991613,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5255&locale=en,24h: 12.00€    ,24h: 12.00€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=2649,"1007, 1101, 1017, 1019, 1012, 1302, 1020, 1005, 1014"
Truck Arena 31,1604,Truck Arena 31,Truck Arena 31,352.0,KAWCZYŃSKI LOGISTICS SP. Z O.O.,PZ3A102,B2B,,1604.0,Truck Arena 31,7 Rue de l’Ourmède,Castelnau d’Estrétefonds,31620,FR,Bosch,7 rue de l’ourmède castelnau d’estrétefonds,Truck Arena 31,7 Rue de l’Ourmède,Castelnau d’Estrétefonds,FR,1.36733,43.764758,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4912&locale=en,"9 hours: 23,10 €    12 hours: 26,40 €    24 hours: 36,30 €    48 hours: 73,26 €    72 hours: 110,22 €    ","9 hours: 19,25 €    12 hours: 22 €    24 hours: 30,25 €    48 hours: 61,05 €    72 hours: 91,85 €    ",no,yes,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1603,"1004, 1007, 1011, 1025, 1022, 1017, 1019, 1012, 1009, 1008, 1302, 1020, 1006, 1013, 1005, 1002, 1014, 1051, 1016, 1251, 1301, 1003"
Truck Parking Cesar Palace Grenay,3362,Truck Parking Cesar Palace Grenay,Truck Parking Cesar Palace Grenay,4156.0,DSV Road GmbH ,WSC253CN,B2B,,3362.0,Truck Parking Cesar Palace Grenay,720 Route Nationale 6,Grenay,38540,FR,Bosch,720 route nationale 6 grenay,Truck Parking Cesar Palace Grenay,720 Route Nationale 6,Grenay,FR,5.089914,45.66679925,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5478&locale=en,"12 hours: 26,40 €    24 hours: 30 €    48 hours: 56,40 €    72 hours: 80,40 €    ",12 hours: 22 €    24 hours: 25 €    48 hours: 47 €    72 hours: 67 €    ,yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=3361,"1004, 1011, 1017, 1019, 1012, 1302, 1020, 1005, 1014, 1251, 1301, 1003"
Truck Parking Jacobsdorf,1162,Truck Parking Jacobsdorf,Truck Parking Jacobsdorf,,,BF49GM,B2B,,1162.0,Truck Parking Jacobsdorf,Expo-Park 20,Jacobsdorf,15236,DE,Bosch,expo-park 20 jacobsdorf,Truck Parking Jacobsdorf,Expo-Park 20,Jacobsdorf,DE,14.3468879,52.3259676,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5086&locale=en,12h: 15.50€    24h: 24.50€    48h: 45.00€    ,12h: 15.50€    24h: 24.50€    48h: 45.00€    ,no,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=2043,"1101, 1012, 1014"
Truck Parkplatz Dreistern,3162,Truck Parking Dreistern,Truck Parking Dreistern,1922.0,KKTRANS BARBARA KURDYBACZ,KN3159H,B2B,,3162.0,Truck Parkplatz Dreistern,Dreistern,Göda,02633,DE,Bosch,dreistern göda,Truck Parkplatz Dreistern,Dreistern ,Göda,DE,14.36389558,51.18174342,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5764&locale=en,12h: 13.45€    24h: 18.49€    48h: 36.98€    ,12h: 13.45€    24h: 18.49€    48h: 36.98€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=9803,"1101, 1017, 1012, 1005, 1014, 1003"
Truck Service Bobak GmbH,3072,Truck Service Bobak,Truck Service Bobak,1202.0,F&T LOGISTICS,GDA65792,B2B,,3072.0,Truck Service Bobak,Adam Opel Straße 1,Ginsheim-Gustavsburg,65462,DE,Bosch,adam opel straße 1 ginsheim-gustavsburg,Truck Service Bobak,Adam Opel Straße 1,Ginsheim-Gustavsburg,DE,8.32596092,49.98719964,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5549&locale=en,12h: 31.05€    24h: 62.10€    ,12h: 31.05€    24h: 62.10€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=3595,"1101, 1017, 1012, 1014"
TRUCK STOP WILCZYNA Poznan,3254,TRUCK STOP WILCZYNA Poznan,TRUCK STOP WILCZYNA Poznan,,,MJG640,B2B,,3254.0,TRUCK STOP WILCZYNA Poznan,Ul. Szamotulska 8,Wilczyna,64-541,PL,Bosch,ul. szamotulska 8 wilczyna,TRUCK STOP WILCZYNA Poznan,Ul. Szamotulska 8,Wilczyna,PL,16.43128,52.48687,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5386&locale=en,"12 hours: 9,00 €    24 hours: 18,00 €    48 hours: 32,00 €    from 48 hours: 3,00 €/hour","12 hours: 11,07 €    24 hours: 22,14 €    48 hours: 39,36 €    from 48 hours: 3,69 €/hour",yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=3251,"1004, 1011, 1101, 1017, 1019, 1012, 1302, 1020, 1010, 1013, 1014, 1251, 1301"
Truck Village Colleferro,1702,Truck Village Colleferro,Truck Village Colleferro,2702.0,Tramex Sp. z o.o. ,LB77143,B2B,,1702.0,Truck Village Colleferro,"Via Casilina, Km 48,500",Colleferro,00034,IT,Bosch,"via casilina, km 48,500 colleferro",Truck Village Colleferro,"Via Casilina, Km 48,500",Colleferro,IT,12.98751554,41.7536033,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4920&locale=en,Mon - Fri: 19€ / 12h     36€ /24h    Weekend: 72€,Mon - Fri: 19€ / 12h     36€ /24h    Weekend: 72€,yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1701,"1004, 1007, 1011, 1101, 1017, 1019, 1012, 1008, 1302, 1020, 1006, 1013, 1005, 1014, 1016, 1251, 1301, 1003"
Truckcenter Bauer,855,Truckcenter Bauer,Truckcenter Bauer,305.0,LOG-IN CZ s.r.o.,6E98798,B2B,,855.0,Truckcenter Bauer,Klaus-Conrad-Straße 18,Wernberg-Köblitz,92533,DE,Bosch,klaus-conrad-straße 18 wernberg-köblitz,Truckcenter Bauer,Klaus-Conrad-Straße 18,Wernberg-Köblitz,DE,12.14218432,49.52981546,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4806&locale=en,"12 hours: 18,09 € ","12 hours: 15,20 € ",no,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=854,"1004, 1011, 1017, 1009, 1008, 1302, 1020, 1005, 1002, 1251, 1301"
Trucks Parking E42,1658,Trucks Parking E42,Trucks Parking E42,307.0,Wallenborn Transports SA,7Z61430,B2B,,1658.0,Trucks Parking E42,Avenue des Etats-Unis - Gate 3,Gosselies,6041,BE,Bosch,avenue des etats-unis - gate 3 gosselies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trucks Parking Seneffe ,4852,Trucks Parking Seneffe,Trucks Parking Seneffe ,352.0,KAWCZYŃSKI LOGISTICS SP. Z O.O.,GDA6135C,B2B,,4852.0,Trucks Parking Seneffe,1 Rue Adolphe Quételet,Seneffe,7180,BE,Bosch,1 rue adolphe quételet seneffe,Trucks Parking Seneffe ,1 Rue Adolphe Quételet,SENEFFE,BE,4.26115624,50.50341876,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5623&locale=en,"1 hour: 4,84 €    2 hours: 7,87 €    4 hours: 15,73 €    12 hours: 31,46 €    24 hours: 41,14 €    36 hours: 66,55 €    48 hours: 77,44 €    Weekend: 96,80 €    72 hours: 106,48 €","1 hour: 4 €    2 hours: 6,50 €    4 hours: 13 €    12 hours: 26,00 €    24 hours: 34,00 €    36 hours: 55,00 €    48 hours: 64,00 €    Weekend: 80,00 €    72 hours: 88,00 €",yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=4851,"1004, 1011, 1101, 1017, 1019, 1012, 1302, 1020, 1013, 1005, 1014, 1016, 1251, 1301"
Truckstop Halluin,1011,Truckstop Halluin,Truckstop Halluin,352.0,KAWCZYŃSKI LOGISTICS SP. Z O.O.,CNA27546,B2B,,1011.0,Truckstop Halluin,20 Avenue de Machelen,Halluin,59250,FR,Bosch,20 avenue de machelen halluin,Truckstop Halluin,20 Avenue de Machelen,Halluin,FR,3.146621,50.787117,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4858&locale=en,"12 hours: 21,60 €","12 hours: 18,00 €",yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1010,"1004, 1007, 1011, 1017, 1019, 1012, 1009, 1008, 1302, 1020, 1013, 1005, 1014, 1051, 1152, 1251, 1301, 1003"
TSecurity Carisio,1252,TSecurity Carisio,TSecurity Carisio,4379.0,WOWIX Sp. z o.o. Sp. komandytowa,PKA17719PZ370ST,B2B,,1252.0,TSecurity Carisio,Strada Torino Svizzera 21,Carisio,13040,IT,Bosch,strada torino svizzera 21 carisio,TSecurity Carisio,Strada Torino Svizzera 21,Carisio,IT,8.22270379,45.43784245,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4888&locale=en,Mon - Fri: 30.50€ / 24h     54€ /48h    Weekend: 54€,Mon - Fri: 30.50€ / 24h     54€ /48h    Weekend: 54€,yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1251,"1004, 1007, 1011, 1101, 1017, 1019, 1012, 1009, 1302, 1020, 1006, 1013, 1005, 1014, 1016, 1251, 1301, 1003"
TWT Tanken Waschen Triptis GmbH,1156,TWT Tanken Waschen Triptis GmbH,TWT Tanken Waschen Triptis GmbH,,,SC929CK,B2B,,1156.0,TWT Tanken Waschen Triptis GmbH,Zeppelinstraße 7,Triptis,07819,DE,Bosch,zeppelinstraße 7 triptis,TWT Tanken Waschen Triptis GmbH,Zeppelinstraße 7,Triptis,DE,11.88635,50.74061,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4872&locale=en,"12 hours: 14,28 €","12 hours: 12,00 €",yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1155,"1004, 1007, 1011, 1017, 1012, 1009, 1008, 1302, 1020, 1006, 1005, 1002, 1014, 1251, 1301, 1003"
Vernazza Autogru S.r.l.,2966,Vernazza Autogru S.r.l.,Vernazza Autogru S.r.l.,1377.0,SC FILIP SRL,AR16ZKE,B2B,,2966.0,Vernazza Autogru S.r.l.,"Strada di Scorrimento Veloce, 11",Vado Ligure (SV),17047,IT,Bosch,"strada di scorrimento veloce, 11 vado ligure (sv)",Vernazza Autogru S.r.l.,"Strada di Scorrimento Veloce, 11",Vado Ligure (SV),IT,8.430442,44.272382,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5375&locale=en,24 hours: 30€,24 hours: 30€,yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=2965,"1004, 1011, 1101, 1700036, 1017, 1012, 1302, 1020, 1013, 1005, 1014, 1251, 1301"
Wildt Spedition,702,Wildt Spedition,Wildt Spedition,1935.0,"UAB ""Girtrans"" ",NJM812,B2B,,702.0,Wildt Spedition,Wolfsmatten 5,Ettenheim,77955,DE,Bosch,wolfsmatten 5 ettenheim,Friedrich Wildt GmbH,Wolfsmatten 5,Ettenheim,DE,7.791129,48.26515,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4954&locale=en,24h: 16.00€    48h: 27.00€    ,24h: 16.00€    48h: 27.00€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=2403,"1101, 1017, 1012, 1014"
Winkler Spa Parking,1202,Winkler Spa Parking,Winkler Spa Parking,1529.0,BUSINESS PARTNER GROUP spol. s r.o.,SO419BF,B2B,,1202.0,Winkler SPA Parking,Via Terza Armata 183,Gorizia,34170,IT,Bosch,via terza armata 183 gorizia,Winkler SPA Parking,Via Terza Armata 183,Gorizia,IT,13.6145983,45.9214881,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5117&locale=en,12h: 18.00€    24h: 36.00€    ,12h: 18.00€    24h: 36.00€    ,yes,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=2093,"1101, 1017, 1012, 1005, 1014"
Winkler Spa Parking - 2,1705,Winkler Spa Parking - 2,Winkler Spa Parking - 2,,,0842LWC,B2B,,1705.0,Winkler Spa Parking - 2,Via Terza Armata 183/c,Gorizia,34170,IT,Bosch,via terza armata 183/c gorizia,Winkler Spa Parking - 2,Via Terza Armata 183/c,Gorizia,IT,13.61466271,45.92106916,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4921&locale=en,Mon - Fri: 18€ / 12h     36€ /24h    Weekend: 46€,Mon - Fri: 18€ / 12h     36€ /24h    Weekend: 46€,yes,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1703,"1004, 1011, 1017, 1012, 1008, 1302, 1020, 1013, 1005, 1014, 1152, 1251, 1301"
XXLKW Secure Parking Elbebrücke,1767,XXLKW Secure Parking Elbebrücke,XXLKW Secure Parking Elbebrücke,,,HUPU244,B2B,,1767.0,XXLKW Secure Parking Elbebrücke,An der A9 Nr. 1,Oranienbaum-Wörlitz OT Vockerode,06785,DE,Bosch,an der a9 nr. 1 oranienbaum-wörlitz ot vockerode,XXLKW Secure Parking Elbebrücke,An der A9 Nr. 1,Oranienbaum-Wörlitz OT Vockerode,DE,12.34154959,51.85265641,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4930&locale=en,"12 hours: 25,00 €    24 hours: 40 €    48 hours: 55 €","12 hours: 21,01 €    24 hours: 33,61 €    48 hours: 46,22 €",no,yes,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1766,"1004, 1007, 1011, 1025, 1022, 1017, 1019, 1012, 1302, 1020, 1006, 1013, 1005, 1014, 1016, 1251, 1301, 1003"
Stadler Spedition,9152,Stadler Spedition,Stadler Spedition,2951.0,Koimex S.A. ,WPR3925P,B2B,,,,,,,,, ,Testareal,,,,8.666247,49.1964278,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4707&locale=en,,,no,no,Bosch,,
Autohof Lederhose,7806,Autohof Lederhose,Autohof Lederhose,10202.0,KRYSTIAN HENZEL ,PZ172SX,B2B,,,,,,,,, ,Testareal,,,,8.666247,49.1964278,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4707&locale=en,,,no,no,Bosch,,
Autohof Nörten-Hardenberg,1406,Autohof Nörten-Hardenberg,Autohof Nörten-Hardenberg,1504.0,AIRCARGO Transport GmbH,KLERE395,B2B,,1406.0,Autohof Nörten-Hardenberg,Unter dem Pferdestiege 1,Nörten-Hardenberg,37176,DE,Bosch,unter dem pferdestiege 1 nörten-hardenberg,Autohof Nörten-Hardenberg,Unter dem Pferdestiege 1,Nörten-Hardenberg,DE,9.92171909,51.63014606,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,https://portal.bosch-secure-truck-parking.com/?detail=1&id=4899&locale=en,24 hours: 35 €,"24 hours: 29,41 €",no,no,Bosch,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=1405,"1011, 1022, 1012, 1302, 1020, 1013, 1014, 1251, 1301"
Autohof Rheda-Wiedenbrück,1862,Autohof Rheda-Wiedenbrück,Autohof Rheda-Wiedenbrück,,,LUO018,B2B,,1862.0,Autohof Rheda-Wiedenbrück,Aurea 1-3,Rheda-Wiedenbrück,33378,DE,Bosch,aurea 1-3 rheda-wiedenbrück,Autohof Rheda-Wiedenbrück,Aurea 1-3,Rheda-Wiedenbrück,DE,8.2195348,51.8315588,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,https://portal.bosch-secure-truck-parking.com/?detail=1&id=5735&locale=en,24h: 29.41€    ,24h: 29.41€    ,no,no,Travis,https://portal.bosch-secure-truck-parking.com/iPCP/admin/bstpBookingAdmin?pu=8751,"1007, 1101, 1019, 1012, 1005, 1014, 1003"
